dataset,dataset_params,queryset,queryset_params,algorithm,sha,date,git_rev,hostname,conf_file,dataset_version,queryset_version,algorithm_params,algorithm_version,index_size_bytes,is_estimate,queryset_n,dataset_n,time_queries,time_index,total_time,algorithm_wpar,qps,workload_type,start_times_distribution
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-None-uniform-uniform,seed=23512 n=5000  durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,period-index++,1302a86f52556d9aa1388cd6b83cfa2c445bc21553cead6e88534932ed19dcda,2020-10-19T10:49:28Z,99ef096,ironmaiden,experiments/all.yml,4,5,page_size=5,15,56,FALSE,5000,10000000,182,796,978,period-index++.page_size=5,27472.527472527472,duration,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-None-uniform-uniform,seed=23512 n=5000  durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,period-index-*,cf07c40bdc3fdb0789225ee2cad0a7b3b1c5f0fee812cc7b998f61870b8c5c3d,2020-10-16T17:50:54Z,64d6250,ironmaiden,experiments/all.yml,4,5,n_buckets=32 max_levels=4096,12,5952,FALSE,5000,10000000,18435,127157,145592,period-index-*.n_buckets=32 max_levels=4096,271.22321670735016,duration,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-None-uniform-uniform,seed=23512 n=5000  durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,BTree,b118f92fb143d6ea3821973d69c82ab7dc224f7ffe5da9c81c4bcf2e8725441d,2020-09-24T16:07:18Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,24,FALSE,5000,10000000,4553,2353,6906,BTree.,1098.1770261366132,duration,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-None-uniform-uniform,seed=23512 n=5000  durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,grid-file,5570de2161a201874b873f5fdbf590b24e2cc7dfd3a703a1ee62a69470eaa0c8,2020-10-14T14:13:30Z,a71767e,ironmaiden,experiments/all.yml,4,5,side_cells=1000,1,28132,FALSE,5000,10000000,50753,674,51427,grid-file.side_cells=1000,98.51634386144661,duration,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-None-uniform-uniform,seed=23512 n=5000  durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,interval-tree,2a3a4c20d1d24c8f5faebf7740324e590eb55d218dfdfd3772bbad8574aeef3e,2020-09-24T16:08:22Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,16,FALSE,5000,10000000,412347,2886,415233,interval-tree.,12.125709657157683,duration,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-None-uniform-uniform,seed=23512 n=5000  durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,period-index++,a5fda776730abc023c51d9537d26973893acbb607052ffb1acbd35732a1eb311,2020-10-19T10:42:37Z,99ef096,ironmaiden,experiments/all.yml,4,5,page_size=20,15,56,FALSE,5000,10000000,4572,650,5222,period-index++.page_size=20,1093.6132983377079,duration,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-None-uniform-uniform,seed=23512 n=5000  durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,period-index-*,42e4c2dc3c8c61ece47f78e86deb1c84f99f991aa11e91d36efde94534c783ca,2020-10-18T09:06:39Z,64d6250,ironmaiden,experiments/all.yml,4,5,n_buckets=32 max_levels=16,12,5952,FALSE,5000,10000000,58589,59994,118583,period-index-*.n_buckets=32 max_levels=16,85.34025158306167,duration,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-None,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 ,BTree,0544c9a71616f83fad7f83fb9171397e0ed55188a3ea286e929f8fdac07d94ea,2020-09-24T15:28:45Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,24,TRUE,5000,10000000,515178,2358,517536,BTree.,9.705383382054357,time,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-None,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 ,grid-file,e7bd9e254237b84a2f6d65e652a98b5bb641d5b41423704a27b26cfd2fa2a049,2020-10-14T14:08:05Z,a71767e,ironmaiden,experiments/all.yml,4,5,side_cells=100,1,2932,FALSE,5000,10000000,9755,359,10114,grid-file.side_cells=100,512.5576627370579,time,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-None,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 ,interval-tree,9d7c22f27c90096c70c051ad61be138b86ec460be3e06bc9a4e15a5b25f3da94,2020-09-24T15:31:44Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,16,FALSE,5000,10000000,22023,2829,24852,interval-tree.,227.0353721109749,time,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-None,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 ,period-index++,b6283c4eff4cc7a2323fb0785fd666a4c6f3d7e480ac7a09fabc97d903f30ed1,2020-10-12T14:09:18Z,031cc06,ironmaiden,experiments/all.yml,4,5,page_size=500,15,56,FALSE,5000,10000000,8476,775,9251,period-index++.page_size=500,589.9008966493628,time,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-None,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 ,period-index-*,599d99e2d0ad769ad240fc94a29f4f6509c822d7890ce384b82e6fd1bef0ea3d,2020-10-19T15:39:46Z,1a7c0c0,ironmaiden,experiments/all.yml,4,5,n_buckets=32 max_levels=4,12,5952,FALSE,5000,10000000,35218,6253,41471,period-index-*.n_buckets=32 max_levels=4,141.9728547901641,time,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=100,BTree,121e2b007b929825a939a37a4c375c0aa834eb0116397eb084ef216c99886246,2020-09-24T13:56:31Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,24,FALSE,5000,10000000,6315,2423,8738,BTree.,791.765637371338,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=100,grid-file,aae08b409ee3d7d32546efba45d5fa1d8ec665078c5ef706e5b46420d511c1b6,2020-10-14T14:06:17Z,a71767e,ironmaiden,experiments/all.yml,4,5,side_cells=1000,1,28132,FALSE,5000,10000000,5777,721,6498,grid-file.side_cells=1000,865.5011251514627,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=100,interval-tree,2c813a47490b3e5dba51d9fea8f69b987763a2f987b978e5c14f93f9392ff519,2020-09-24T13:56:51Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,16,FALSE,5000,10000000,20560,2824,23384,interval-tree.,243.19066147859922,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=100,period-index++,9c3bc204fbcaea40729f2efeb6f0bc20d1f879b3594feef8441eb38112f84f89,2020-10-19T10:38:11Z,99ef096,ironmaiden,experiments/all.yml,4,5,page_size=20,15,56,FALSE,5000,10000000,232,598,830,period-index++.page_size=20,21551.724137931033,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=100,period-index-*,dcf911579650e59fc22964d8b8831479f10af8f6336032a70dc27b4710dc5661,2020-10-19T15:28:24Z,1a7c0c0,ironmaiden,experiments/all.yml,4,5,n_buckets=128 max_levels=4,12,23616,FALSE,5000,10000000,6883,91747,98630,period-index-*.n_buckets=128 max_levels=4,726.4274298997531,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=10000,BTree,e4b7f6da94dec484f230339630841594e40710a9657be5b19ed935785ff6db78,2020-09-24T14:21:06Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,24,FALSE,5000,10000000,38693,2487,41180,BTree.,129.22233995813198,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=10000,grid-file,9ec2fc745f73e9cf70013498edbecddcb81eec163ede6bbc18c9cd5c2da019e2,2020-10-14T14:07:00Z,a71767e,ironmaiden,experiments/all.yml,4,5,side_cells=1000,1,28132,FALSE,5000,10000000,5911,708,6619,grid-file.side_cells=1000,845.8805616646929,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=10000,interval-tree,79f44c91520919b3c1a3be224236577f2e28368d5c180f42334f6a4633f5ba36,2020-09-24T14:22:19Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,16,FALSE,5000,10000000,21007,2831,23838,interval-tree.,238.01589946208406,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=10000,period-index++,d96f4bc89f4d16eca4c619e292403620f77fe5b5342ab753d97a10b275f00457,2020-10-19T10:38:53Z,99ef096,ironmaiden,experiments/all.yml,4,5,page_size=200,15,56,FALSE,5000,10000000,1203,661,1864,period-index++.page_size=200,4156.275976724854,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=10000,period-index-*,1f10a73887ee9508c3c9089502e764f28ffc1bd352b6f2aa73eace34d69adc1a,2020-10-19T15:32:25Z,1a7c0c0,ironmaiden,experiments/all.yml,4,5,n_buckets=128 max_levels=4,12,23616,FALSE,5000,10000000,9154,99902,109056,period-index-*.n_buckets=128 max_levels=4,546.2093074065982,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,BTree,e7a352f400b170eb9b0eca68c80d986a2eff9a9da18cc546be56da324a42a391,2020-09-24T14:51:23Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,24,FALSE,5000,10000000,286,2369,2655,BTree.,17482.51748251748,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,grid-file,f083835a0fb2816398da37b0061b083ffd8d4e8adf2cb648d859e4485f6f6c4a,2020-10-14T14:07:37Z,a71767e,ironmaiden,experiments/all.yml,4,5,side_cells=1000,1,28132,FALSE,5000,10000000,2060,692,2752,grid-file.side_cells=1000,2427.1844660194174,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,interval-tree,e99ca12340b25b5ba1ccbf571c46a68e85dce1f279fe4a4593fcb1c5232561f3,2020-09-24T14:51:35Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,16,FALSE,5000,10000000,19712,2887,22599,interval-tree.,253.6525974025974,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,period-index++,e53f44624a78a271596684cada2be87585f4f56278d7279eb735bde624001064,2020-10-19T10:39:05Z,99ef096,ironmaiden,experiments/all.yml,4,5,page_size=60,15,56,FALSE,5000,10000000,20,653,673,period-index++.page_size=60,250000,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,period-index-*,be829c3147b38bc067284070ac6193a311cc51ce3adbd2fc59c2083a765cbbd4,2020-10-18T08:38:32Z,64d6250,ironmaiden,experiments/all.yml,4,5,n_buckets=32 max_levels=32,12,5952,FALSE,5000,10000000,888,127827,128715,period-index-*.n_buckets=32 max_levels=32,5630.630630630631,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,BTree,1f94c012f3fee5522477554b04f460e79dd67214519dcf2f827d5d77a588b00f,2020-09-24T13:24:18Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,24,FALSE,5000,10000000,8423,2332,10755,BTree.,593.6127270568682,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,grid-file,96a8938133bc30173b57f5e3e253f742fa7cde51edbd3b430a894c84cb0641d3,2020-10-14T14:05:43Z,a71767e,ironmaiden,experiments/all.yml,4,5,side_cells=1000,1,28132,FALSE,5000,10000000,2424,672,3096,grid-file.side_cells=1000,2062.7062706270626,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,interval-tree,08a32abea651d18863544fdb00942356581620c07599bbff5602ff55a6b8e7bd,2020-09-24T13:24:45Z,63ed3b4,ironmaiden,experiments/all.yml,4,5,,5,16,FALSE,5000,10000000,20378,2880,23258,interval-tree.,245.36264599077435,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,period-index++,996baa04c003e0da1a05f513b1e3a778a75ba35bfb44896642b8aabadb0ae27f,2020-10-19T10:38:04Z,99ef096,ironmaiden,experiments/all.yml,4,5,page_size=200,15,56,FALSE,5000,10000000,257,658,915,period-index++.page_size=200,19455.252918287937,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=10000000 dur_n=10000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,period-index-*,e85c79175f025487b46a48555c03b6aa34898a93e37d3b674b798b526ab452b2,2020-10-16T16:54:52Z,64d6250,ironmaiden,experiments/all.yml,4,5,n_buckets=32 max_levels=4096,12,5952,FALSE,5000,10000000,2487,126957,129444,period-index-*.n_buckets=32 max_levels=4096,2010.454362685967,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=100,BTree,49bf4751a60ed9e0a7b5ee1fe0a0064693079eb2ea033652d97404cadb613b2f,2020-10-06T16:20:30Z,02cb4ee,ironmaiden,experiments/all.yml,4,5,,5,24,FALSE,5000,10000000,4872,3261,8133,BTree.,1026.2725779967159,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=100,grid-file,470a797cc85ede8528f89089b528a4282fd7d7d29f4a420c4a00661eec080299,2020-10-16T10:30:35Z,9d6a64c,ironmaiden,experiments/all.yml,4,5,side_cells=10000,1,280132,FALSE,5000,10000000,3996,2078,6074,grid-file.side_cells=10000,1251.2512512512512,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=100,period-index++,c9d7516ff0dfde01bb319de0075b22cd6cae14d9b31080a9b605bd80cdbb8e22,2020-10-12T14:17:29Z,031cc06,ironmaiden,experiments/all.yml,4,5,page_size=100,15,56,FALSE,5000,10000000,167,651,818,period-index++.page_size=100,29940.11976047904,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=100,period-index-*,05e72fb7f6dd986dfcde3520b5757c6a6cf98e00b7b0eda8ff1aef95cbb51dba,2020-10-19T09:58:12Z,64d6250,ironmaiden,/tmp/all.yml,4,5,n_buckets=16 max_levels=4,12,3008,FALSE,5000,10000000,5735,5529,11264,period-index-*.n_buckets=16 max_levels=4,871.8395815170009,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=10000,BTree,ed6f98c6384419386ea87db158ac230deb830ac09e0ec5cbe87d7e302b6d577b,2020-10-06T18:47:31Z,02cb4ee,ironmaiden,experiments/all.yml,4,5,,5,24,FALSE,5000,10000000,30286,3338,33624,BTree.,165.09278214356468,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=10000,grid-file,131efe9d3ed233c9e94b467342773842151ee300459b3140cb72141b02b9faf5,2020-10-16T10:30:59Z,9d6a64c,ironmaiden,experiments/all.yml,4,5,side_cells=10000,1,280132,FALSE,5000,10000000,5090,2110,7200,grid-file.side_cells=10000,982.3182711198428,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=10000,period-index++,385e7550afa8343f8f1118e8907701b0aefe8582fab6ff9461ffc9f312e45651,2020-10-12T14:17:30Z,031cc06,ironmaiden,experiments/all.yml,4,5,page_size=100,15,56,FALSE,5000,10000000,897,652,1549,period-index++.page_size=100,5574.136008918617,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=100 durmax_low=1 durmax_high=10000,period-index-*,629ce1482caeb9e5cb77d03f6b87e80be0745921cd2b9cb44ce444d8bf1d4c55,2020-10-19T09:58:24Z,64d6250,ironmaiden,/tmp/all.yml,4,5,n_buckets=16 max_levels=4,12,3008,FALSE,5000,10000000,8871,5466,14337,period-index-*.n_buckets=16 max_levels=4,563.6343140570398,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,BTree,13372396f577e1f2d6863f35c9fb2ba5e660a4b0a479095c519713398cb6314c,2020-10-06T21:15:39Z,02cb4ee,ironmaiden,experiments/all.yml,4,5,,5,24,FALSE,5000,10000000,219,3307,3526,BTree.,22831.0502283105,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,grid-file,cc05664204bb8059f43c33d07df71c5ff02015fb0108f681df4db31f4d3c5c38,2020-10-16T10:31:21Z,9d6a64c,ironmaiden,experiments/all.yml,4,5,side_cells=10000,1,280132,FALSE,5000,10000000,2763,2140,4903,grid-file.side_cells=10000,1809.6272167933407,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,period-index++,515a525e2f5365c9d3276f9085a778bd0b3e5106484b903591f2f5870a5deaf0,2020-10-12T14:17:32Z,031cc06,ironmaiden,experiments/all.yml,4,5,page_size=100,15,56,FALSE,5000,10000000,21,652,673,period-index++.page_size=100,238095.23809523808,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=100,period-index-*,269b57263d23b65648f3d649a3078db823d2abbf4112d850c4ce4d657c35c338,2020-10-19T07:45:35Z,64d6250,ironmaiden,/tmp/all.yml,4,5,n_buckets=32 max_levels=16,12,5952,FALSE,5000,10000000,4738,63502,68240,period-index-*.n_buckets=32 max_levels=16,1055.2975939214857,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,BTree,b929aedfdcb83534086b5ae25dc518d09c1ded0674d47395d0b3d7744c95abe3,2020-10-06T13:53:28Z,02cb4ee,ironmaiden,experiments/all.yml,4,5,,5,24,FALSE,5000,10000000,6602,3268,9870,BTree.,757.346258709482,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,grid-file,250bd9e1cea6f7a2f4b708b98ecba57a159d528fa4a25555869c6d29d8de12ee,2020-10-16T10:30:15Z,9d6a64c,ironmaiden,experiments/all.yml,4,5,side_cells=10000,1,280132,FALSE,5000,10000000,3532,2258,5790,grid-file.side_cells=10000,1415.6285390713476,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,period-index++,df3d7e2570c5bdda478a0ca79c1d1538c22009bcb2cb88fa4f57224169d3ff3a,2020-10-12T14:17:27Z,031cc06,ironmaiden,experiments/all.yml,4,5,page_size=100,15,56,FALSE,5000,10000000,177,671,848,period-index++.page_size=100,28248.587570621472,both,uniform
random-uniform-zipf,seed=123 n=10000000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1,random-uniform-zipf-uniform-uniform,seed=23512 n=5000 start_low=1 start_high=1000000000 dur_n=1000000000 dur_beta=1 durmin_low=1 durmin_high=10000 durmax_low=1 durmax_high=10000,period-index-*,61b0b64254f9f38e2e5764cca0c057b7f4098a254ae12c90f0f62700a9de56a8,2020-10-19T07:41:45Z,64d6250,ironmaiden,/tmp/all.yml,4,5,n_buckets=32 max_levels=16,12,5952,FALSE,5000,10000000,6621,60733,67354,period-index-*.n_buckets=32 max_levels=16,755.1729346020238,both,uniform
